cost:defaultUsageScenario;response time:defaultUsageScenario;POFOD:defaultUsageScenario;ContinuousProcessingRateDegreeImpl:Server1:CPU;ContinuousProcessingRateDegreeImpl:server2:CPU;ContinuousProcessingRateDegreeImpl:Server3:CPU;AssembledComponentDegreeImpl:Assembly_BookingSystem;AllocationDegreeImpl:Allocation_Assembly_C1 <C1> <C1>;AllocationDegreeImpl:Allocation_Assembly_C2 <C2> <C2>;AllocationDegreeImpl:Allocation_Assembly_C3 <C3> <C3>;CapacityDegreeImpl:semaphore;Util of Server1 CPU;Util of server2 CPU;Util of Server3 CPU;Util of aName LAN;Candidate ID;
896.001942171977;3.49199;5.926271587840537E-4;4.783596306199955;2.0875229945996994;3.7866693767844697;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.289753;0.0;0.570392;0.015;55;
2270.9607419029703;4.08628;7.953412324138709E-4;6.297993418276426;6.110419505271032;5.504680021602152;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.59384;0.0;0.363327;0.015;56;
1604.3836851898027;4.08628;8.203601617847722E-4;1.8027170343260273;6.032568758260767;4.416315393625233;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.59384;0.0;0.363327;0.015;57;
Infinity;Infinity;Infinity;6.614726149135334;7.5684473520845605;1.5445804047315046;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;58;
Infinity;Infinity;Infinity;2.870031843885744;2.7278843147508844;4.186317180399575;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;59;
1626.6371679437934;9.42828;7.973653916841794E-4;5.754285092020142;6.233792084057889;4.936583232361843;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.302383;0.0;0.810277;0.015;60;
2783.013536369198;9.42828;0.0013254485200397959;3.9885014337444864;6.68755444430238;4.246050738102466;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.302383;0.0;0.810277;0.015;61;
1214.3942626657768;12.3747;7.927808017551552E-4;2.3568953133468433;4.913446679733365;4.710717504420588;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.0;0.35413;0.849128;0.015;62;
1255.5532662199253;12.3747;0.0010070354881365207;3.1977388461669563;6.551369478317582;4.873288606337678;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.0;0.35413;0.849128;0.015;63;
1504.9915106045798;12.3747;0.0011337939355492432;4.699032462754987;5.339729528516488;2.560289086505102;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.0;0.35413;0.849128;0.015;64;
971.5491079737501;43.364;8.018627112920118E-4;3.939451261703789;4.191566638906598;3.349705728160757;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.441686;0.954297;0.0;0.015;65;
764.1639881723592;43.364;3.8447024554844056E-4;2.056061434540001;4.108598965517457;4.287272049695456;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.441686;0.954297;0.0;0.015;66;
